chr,start,end,strand,name,id
chr15,21513968,21513986,+,"hsa-miR-5701","MI0019593"
chr15,21843793,21843815,+,"hsa-miR-3118","MI0014207"
chr15,21951251,21951269,+,"hsa-miR-5701","MI0031522"
chr15,22225308,22225325,-,"hsa-miR-1268a","MI0006405"
chr15,23197844,23197865,+,"hsa-miR-4509","MI0016873"
chr15,23562107,23562123,-,"hsa-miR-4508","MI0016872"
chr15,25848795,25848816,-,"hsa-miR-4715-5p","MI0017349"
chr15,25848758,25848780,-,"hsa-miR-4715-3p","MI0017349"
chr15,28426508,28426529,+,"hsa-miR-4509","MI0016874"
chr15,28490807,28490828,-,"hsa-miR-4509","MI0016875"
chr15,31065095,31065116,-,"hsa-miR-211-5p","MI0000287"
chr15,31065059,31065079,-,"hsa-miR-211-3p","MI0000287"
chr15,34382069,34382088,-,"hsa-miR-1233-3p","MI0006323"
chr15,34382126,34382147,-,"hsa-miR-1233-5p","MI0006323"
chr15,34528290,34528309,-,"hsa-miR-1233-3p","MI0015973"
chr15,34528347,34528368,-,"hsa-miR-1233-5p","MI0015973"
chr15,35372321,35372342,-,"hsa-miR-3942-5p","MI0016599"
chr15,35372280,35372300,-,"hsa-miR-3942-3p","MI0016599"
chr15,35926863,35926884,+,"hsa-miR-4510","MI0016876"
chr15,36972831,36972852,-,"hsa-miR-8063","MI0025899"
chr15,41691645,41691663,+,"hsa-miR-626","MI0003640"
chr15,41866505,41866520,-,"hsa-miR-4310","MI0015840"
chr15,42199630,42199651,-,"hsa-miR-627-5p","MI0003641"
chr15,42199593,42199612,-,"hsa-miR-627-3p","MI0003641"
chr15,43793732,43793751,-,"hsa-miR-1282","MI0006429"
chr15,44717844,44717868,+,"hsa-miR-10393-5p","MI0033417"
chr15,44717872,44717893,+,"hsa-miR-10393-3p","MI0033417"
chr15,45433098,45433118,+,"hsa-miR-147b-3p","MI0005544"
chr15,45433061,45433082,+,"hsa-miR-147b-5p","MI0005544"
chr15,49169121,49169142,-,"hsa-miR-4716-5p","MI0017350"
chr15,49169079,49169100,-,"hsa-miR-4716-3p","MI0017350"
chr15,50360337,50360358,+,"hsa-miR-4712-5p","MI0017346"
chr15,50360385,50360405,+,"hsa-miR-4712-3p","MI0017346"
chr15,51242200,51242221,+,"hsa-miR-4713-5p","MI0017347"
chr15,51242233,51242254,+,"hsa-miR-4713-3p","MI0017347"
chr15,51314088,51314107,-,"hsa-miR-7973","MI0025749"
chr15,51314034,51314053,+,"hsa-miR-7973","MI0025748"
chr15,52277166,52277188,-,"hsa-miR-1266-5p","MI0006403"
chr15,52277131,52277152,-,"hsa-miR-1266-3p","MI0006403"
chr15,55372991,55373012,-,"hsa-miR-628-5p","MI0003642"
chr15,55372954,55372974,-,"hsa-miR-628-3p","MI0003642"
chr15,59171229,59171249,-,"hsa-miR-2116-5p","MI0010635"
chr15,59171192,59171212,-,"hsa-miR-2116-3p","MI0010635"
chr15,62304703,62304724,-,"hsa-miR-8067","MI0025903"
chr15,62343111,62343129,+,"hsa-miR-6085","MI0020362"
chr15,62823971,62823992,+,"hsa-miR-190a-5p","MI0000486"
chr15,62824008,62824028,+,"hsa-miR-190a-3p","MI0000486"
chr15,63870989,63871010,-,"hsa-miR-422a","MI0001444"
chr15,64762471,64762496,-,"hsa-miR-1272","MI0006408"
chr15,65719297,65719318,-,"hsa-miR-4511","MI0016877"
chr15,66040243,66040260,+,"hsa-miR-4311","MI0015841"
chr15,66496965,66496986,-,"hsa-miR-4512","MI0016878"
chr15,68801860,68801878,-,"hsa-miR-4312","MI0015842"
chr15,70079427,70079447,-,"hsa-miR-629-5p","MI0003643"
chr15,70079387,70079408,-,"hsa-miR-629-3p","MI0003643"
chr15,72587277,72587298,+,"hsa-miR-630","MI0003644"
chr15,73299962,73299979,+,"hsa-miR-12135","MI0039739"
chr15,74411406,74411427,-,"hsa-miR-6881-5p","MI0022728"
chr15,74411361,74411382,-,"hsa-miR-6881-3p","MI0022728"
chr15,74788723,74788744,-,"hsa-miR-4513","MI0016879"
chr15,74840681,74840702,-,"hsa-miR-6882-5p","MI0022729"
chr15,74840642,74840665,-,"hsa-miR-6882-3p","MI0022729"
chr15,75353650,75353670,-,"hsa-miR-631","MI0003645"
chr15,75762286,75762305,-,"hsa-miR-4313","MI0015843"
chr15,79209840,79209861,+,"hsa-miR-184","MI0000481"
chr15,80581179,80581199,+,"hsa-miR-5572","MI0019117"
chr15,80841993,80842013,-,"hsa-miR-549a-3p","MI0003679"
chr15,80842025,80842046,-,"hsa-miR-549a-5p","MI0003679"
chr15,80997450,80997467,-,"hsa-miR-4514","MI0016880"
chr15,83067349,83067370,+,"hsa-miR-4515","MI0016881"
chr15,85380639,85380662,+,"hsa-miR-7706","MI0025242"
chr15,85770548,85770567,-,"hsa-miR-1276","MI0006416"
chr15,85825655,85825673,+,"hsa-miR-548ap-5p","MI0017875"
chr15,85825692,85825710,+,"hsa-miR-548ap-3p","MI0017875"
chr15,87946248,87946268,-,"hsa-miR-11181-5p","MI0035972"
chr15,87946211,87946228,-,"hsa-miR-11181-3p","MI0035972"
chr15,88608121,88608141,+,"hsa-miR-1179","MI0006272"
chr15,88611856,88611879,+,"hsa-miR-7-5p","MI0000264"
chr15,88611896,88611917,+,"hsa-miR-7-2-3p","MI0000264"
chr15,88611894,88611915,-,"hsa-miR-3529-5p","MI0017351"
chr15,88611856,88611879,-,"hsa-miR-3529-3p","MI0017351"
chr15,89326782,89326805,-,"hsa-miR-6766-5p","MI0022611"
chr15,89326742,89326763,-,"hsa-miR-6766-3p","MI0022611"
chr15,89368032,89368054,+,"hsa-miR-9-5p","MI0000468"
chr15,89368071,89368092,+,"hsa-miR-9-3p","MI0000468"
chr15,89850690,89850711,-,"hsa-miR-5094","MI0017983"
chr15,89883987,89884010,-,"hsa-miR-5009-5p","MI0017877"
chr15,89883949,89883970,-,"hsa-miR-5009-3p","MI0017877"
chr15,90006764,90006786,+,"hsa-miR-3174","MI0014208"
chr15,92904408,92904429,+,"hsa-miR-3175","MI0014209"
chr15,96333261,96333282,+,"hsa-miR-1469","MI0007074"
chr15,98784435,98784456,+,"hsa-miR-4714-5p","MI0017348"
chr15,98784473,98784494,+,"hsa-miR-4714-3p","MI0017348"
chr15,101960504,101960524,-,"hsa-miR-1302","MI0015979"
chr15,101973529,101973551,+,"hsa-miR-6859-5p","MI0026421"
chr15,101973569,101973591,+,"hsa-miR-6859-3p","MI0026421"
chr16,17092,17114,-,"hsa-miR-6859-5p","MI0031521"
chr16,17052,17074,-,"hsa-miR-6859-3p","MI0031521"
chr16,535316,535333,+,"hsa-miR-5587-5p","MI0019144"
chr16,535348,535368,+,"hsa-miR-5587-3p","MI0019144"
chr16,543336,543354,+,"hsa-miR-3176","MI0014210"
chr16,770243,770263,+,"hsa-miR-662","MI0003670"
chr16,1735038,1735058,+,"hsa-miR-3177-3p","MI0014211"
chr16,1734995,1735017,+,"hsa-miR-3177-5p","MI0014211"
chr16,2090263,2090284,-,"hsa-miR-1225-5p","MI0006311"
chr16,2090195,2090216,-,"hsa-miR-1225-3p","MI0006311"
chr16,2106720,2106743,-,"hsa-miR-6511b-5p","MI0022552"
chr16,2106679,2106701,-,"hsa-miR-6511b-3p","MI0022552"
chr16,2133120,2133136,+,"hsa-miR-4516","MI0016882"
chr16,2136076,2136094,-,"hsa-miR-3180","MI0016409"
chr16,2270751,2270772,+,"hsa-miR-3677-3p","MI0016078"
chr16,2270715,2270736,+,"hsa-miR-3677-5p","MI0016078"
chr16,2271806,2271826,+,"hsa-miR-940","MI0005762"
chr16,2274629,2274650,+,"hsa-miR-4717-5p","MI0017352"
chr16,2274661,2274681,+,"hsa-miR-4717-3p","MI0017352"
chr16,2445397,2445419,+,"hsa-miR-6767-5p","MI0022612"
chr16,2445436,2445457,+,"hsa-miR-6767-3p","MI0022612"
chr16,2463972,2463994,+,"hsa-miR-6768-5p","MI0022613"
chr16,2464011,2464034,+,"hsa-miR-6768-3p","MI0022613"
chr16,2531979,2531995,-,"hsa-miR-3178","MI0014212"
chr16,3485422,3485439,-,"hsa-miR-6126","MI0021260"
chr16,4671323,4671343,+,"hsa-miR-6769a-5p","MI0022614"
chr16,4671370,4671390,+,"hsa-miR-6769a-3p","MI0022614"
chr16,5632533,5632556,+,"hsa-miR-8065","MI0025901"
chr16,11306491,11306512,-,"hsa-miR-548h-5p","MI0006412"
chr16,12720321,12720341,+,"hsa-miR-4718","MI0017353"
chr16,14303980,14304001,+,"hsa-miR-193b-5p","MI0003137"
chr16,14304017,14304038,+,"hsa-miR-193b-3p","MI0003137"
chr16,14309340,14309361,+,"hsa-miR-365a-3p","MI0000767"
chr16,14309300,14309322,+,"hsa-miR-365a-5p","MI0000767"
chr16,14901559,14901580,+,"hsa-miR-3179","MI0014213"
chr16,14907756,14907779,+,"hsa-miR-3670","MI0016071"
chr16,14911237,14911261,+,"hsa-miR-3180-5p","MI0014214"
chr16,14911281,14911302,+,"hsa-miR-3180-3p","MI0014214"
chr16,14925941,14925963,+,"hsa-miR-6511a-5p","MI0022223"
chr16,14925980,14926001,+,"hsa-miR-6511a-3p","MI0022223"
chr16,14930825,14930848,+,"hsa-miR-6770-5p","MI0022615"
chr16,14930859,14930879,+,"hsa-miR-6770-3p","MI0022615"
chr16,15010329,15010350,-,"hsa-miR-1972","MI0009982"
chr16,15134117,15134140,-,"hsa-miR-6511b-5p","MI0023431"
chr16,15134076,15134098,-,"hsa-miR-6511b-3p","MI0023431"
chr16,15154949,15154967,-,"hsa-miR-3180","MI0016408"
chr16,15611072,15611094,-,"hsa-miR-6506-5p","MI0022218"
chr16,15611031,15611052,-,"hsa-miR-6506-3p","MI0022218"
chr16,15643301,15643322,+,"hsa-miR-484","MI0002468"
chr16,16300210,16300231,+,"hsa-miR-3179","MI0014216"
chr16,16306409,16306432,+,"hsa-miR-3670","MI0019112"
chr16,16309892,16309916,+,"hsa-miR-3180-5p","MI0014215"
chr16,16309936,16309957,+,"hsa-miR-3180-3p","MI0014215"
chr16,16324592,16324614,+,"hsa-miR-6511a-5p","MI0023564"
chr16,16324631,16324652,+,"hsa-miR-6511a-3p","MI0023564"
chr16,16329310,16329333,+,"hsa-miR-6770-5p","MI0026418"
chr16,16329344,16329364,+,"hsa-miR-6770-3p","MI0026418"
chr16,16368880,16368902,+,"hsa-miR-6511a-5p","MI0023565"
chr16,16368919,16368940,+,"hsa-miR-6511a-3p","MI0023565"
chr16,18344053,18344075,-,"hsa-miR-6511a-5p","MI0023566"
chr16,18344015,18344036,-,"hsa-miR-6511a-3p","MI0023566"
chr16,18379382,18379405,-,"hsa-miR-6770-5p","MI0026419"
chr16,18379351,18379371,-,"hsa-miR-6770-3p","MI0026419"
chr16,18402230,18402254,-,"hsa-miR-3180-5p","MI0014217"
chr16,18402189,18402210,-,"hsa-miR-3180-3p","MI0014217"
chr16,18405700,18405723,-,"hsa-miR-3670","MI0031513"
chr16,18411905,18411926,-,"hsa-miR-3179","MI0014221"
chr16,18488303,18488326,-,"hsa-miR-3670","MI0031514"
chr16,18494504,18494525,-,"hsa-miR-3179","MI0031510"
chr16,21506101,21506122,-,"hsa-miR-3680-5p","MI0016081"
chr16,21506064,21506086,-,"hsa-miR-3680-3p","MI0016081"
chr16,24203148,24203168,+,"hsa-miR-1273h-5p","MI0025512"
chr16,24203186,24203207,+,"hsa-miR-1273h-3p","MI0025512"
chr16,26025246,26025268,+,"hsa-miR-548w","MI0014222"
chr16,28391025,28391046,-,"hsa-miR-6862-5p","MI0022709"
chr16,28390984,28391007,-,"hsa-miR-6862-3p","MI0022709"
chr16,28724257,28724278,+,"hsa-miR-6862-5p","MI0026415"
chr16,28724296,28724319,+,"hsa-miR-6862-3p","MI0026415"
chr16,28843927,28843948,-,"hsa-miR-4721","MI0017356"
chr16,28958587,28958611,+,"hsa-miR-4517","MI0016883"
chr16,29599231,29599252,-,"hsa-miR-3680-5p","MI0019113"
chr16,29599194,29599216,-,"hsa-miR-3680-3p","MI0019113"
chr16,30503968,30503993,+,"hsa-miR-4518","MI0016884"
chr16,30875301,30875318,-,"hsa-miR-4519","MI0016885"
chr16,30893951,30893972,+,"hsa-miR-762","MI0003892"
chr16,34163601,34163621,+,"hsa-miR-9901","MI0031829"
chr16,50292621,50292642,+,"hsa-miR-6771-5p","MI0022616"
chr16,50292655,50292675,+,"hsa-miR-6771-3p","MI0022616"
chr16,50742313,50742331,+,"hsa-miR-3181","MI0014223"
chr16,56245577,56245598,+,"hsa-miR-3935","MI0016591"
chr16,56858527,56858549,+,"hsa-miR-138-5p","MI0000455"
chr16,56858574,56858595,+,"hsa-miR-138-2-3p","MI0000455"
chr16,56904327,56904349,+,"hsa-miR-6863","MI0022710"
chr16,57772326,57772347,-,"hsa-miR-6772-5p","MI0022617"
chr16,57772290,57772312,-,"hsa-miR-6772-3p","MI0022617"
chr16,67202327,67202348,-,"hsa-miR-328-3p","MI0000804"
chr16,67202367,67202389,-,"hsa-miR-328-5p","MI0000804"
chr16,68233472,68233494,-,"hsa-miR-6773-5p","MI0022618"
chr16,68233426,68233447,-,"hsa-miR-6773-3p","MI0022618"
chr16,69565808,69565830,-,"hsa-miR-1538","MI0007259"
chr16,69933103,69933124,+,"hsa-miR-140-5p","MI0000456"
chr16,69933142,69933162,+,"hsa-miR-140-3p","MI0000456"
chr16,70030393,70030414,+,"hsa-miR-1972","MI0015977"
chr16,76868988,76869009,+,"hsa-miR-4719","MI0017354"
chr16,81385021,81385042,+,"hsa-miR-4720-5p","MI0017355"
chr16,81385063,81385083,+,"hsa-miR-4720-3p","MI0017355"
chr16,81533942,81533962,+,"hsa-miR-7854-3p","MI0025524"
chr16,81611352,81611372,+,"hsa-miR-6504-5p","MI0022216"
chr16,81611387,81611406,+,"hsa-miR-6504-3p","MI0022216"
chr16,82688988,82689009,+,"hsa-miR-8058","MI0025894"
chr16,83508349,83508365,+,"hsa-miR-3182","MI0014224"
chr16,85207860,85207885,+,"hsa-miR-12128","MI0039730"
chr16,85306236,85306258,-,"hsa-miR-5093","MI0017982"
chr16,85741669,85741689,-,"hsa-miR-1910-5p","MI0008331"
chr16,85741631,85741650,-,"hsa-miR-1910-3p","MI0008331"
chr16,85918352,85918376,+,"hsa-miR-6774-5p","MI0022619"
chr16,85918396,85918416,+,"hsa-miR-6774-3p","MI0022619"
chr16,87834631,87834655,-,"hsa-miR-6775-5p","MI0022620"
chr16,87834592,87834612,-,"hsa-miR-6775-3p","MI0022620"
chr16,87853906,87853925,+,"hsa-miR-11401","MI0036560"
chr16,88468943,88468966,+,"hsa-miR-5189-5p","MI0018168"
chr16,88468984,88469004,+,"hsa-miR-5189-3p","MI0018168"
chr16,88716315,88716337,-,"hsa-miR-4722-5p","MI0017357"
chr16,88716278,88716299,-,"hsa-miR-4722-3p","MI0017357"
chr17,1022529,1022550,-,"hsa-miR-3183","MI0014225"
chr17,1713952,1713973,-,"hsa-miR-22-5p","MI0000078"
chr17,1713914,1713935,-,"hsa-miR-22-3p","MI0000078"
chr17,2049965,2049986,-,"hsa-miR-132-5p","MI0000449"
chr17,2049929,2049950,-,"hsa-miR-132-3p","MI0000449"
chr17,2050290,2050310,-,"hsa-miR-212-3p","MI0000288"
chr17,2050328,2050350,-,"hsa-miR-212-5p","MI0000288"
chr17,2692896,2692914,-,"hsa-miR-6776-5p","MI0022621"
chr17,2692861,2692883,-,"hsa-miR-6776-3p","MI0022621"
chr17,2748139,2748159,-,"hsa-miR-1253","MI0006387"
chr17,4969743,4969766,-,"hsa-miR-6864-5p","MI0022711"
chr17,4969702,4969722,-,"hsa-miR-6864-3p","MI0022711"
chr17,4970123,4970145,-,"hsa-miR-6865-5p","MI0022712"
chr17,4970091,4970111,-,"hsa-miR-6865-3p","MI0022712"
chr17,6655482,6655501,-,"hsa-miR-4520-5p","MI0016886"
chr17,6655447,6655468,-,"hsa-miR-4520-3p","MI0016886"
chr17,6655449,6655468,+,"hsa-miR-4520-5p","MI0017358"
chr17,6655481,6655502,+,"hsa-miR-4520-2-3p","MI0017358"
chr17,7017667,7017687,-,"hsa-miR-195-5p","MI0000489"
chr17,7017628,7017649,-,"hsa-miR-195-3p","MI0000489"
chr17,7017979,7017999,-,"hsa-miR-497-5p","MI0003138"
chr17,7017938,7017959,-,"hsa-miR-497-3p","MI0003138"
chr17,7223343,7223364,-,"hsa-miR-324-5p","MI0000813"
chr17,7223308,7223330,-,"hsa-miR-324-3p","MI0000813"
chr17,8088066,8088083,+,"hsa-miR-4314","MI0015846"
chr17,8145045,8145066,-,"hsa-miR-6883-5p","MI0022730"
chr17,8144994,8145015,-,"hsa-miR-6883-3p","MI0022730"
chr17,8186948,8186969,+,"hsa-miR-4521","MI0016887"
chr17,12081909,12081930,+,"hsa-miR-744-5p","MI0005559"
chr17,12081966,12081987,+,"hsa-miR-744-3p","MI0005559"
chr17,12917313,12917334,-,"hsa-miR-1269b","MI0016888"
chr17,13543597,13543618,-,"hsa-miR-548h-5p","MI0006413"
chr17,15251666,15251687,-,"hsa-miR-4731-5p","MI0017368"
chr17,15251634,15251655,-,"hsa-miR-4731-3p","MI0017368"
chr17,16282058,16282078,+,"hsa-miR-1288-3p","MI0006432"
chr17,16282028,16282050,+,"hsa-miR-1288-5p","MI0006432"
chr17,17813518,17813540,-,"hsa-miR-6777-5p","MI0022622"
chr17,17813480,17813499,-,"hsa-miR-6777-3p","MI0022622"
chr17,17813897,17813916,-,"hsa-miR-33b-5p","MI0003646"
chr17,17813857,17813878,-,"hsa-miR-33b-3p","MI0003646"
chr17,18340860,18340881,-,"hsa-miR-6778-5p","MI0022623"
chr17,18340814,18340834,-,"hsa-miR-6778-3p","MI0022623"
chr17,19344513,19344534,-,"hsa-miR-1180-3p","MI0006273"
chr17,19344548,19344568,-,"hsa-miR-1180-5p","MI0006273"
chr17,27293922,27293942,-,"hsa-miR-4522","MI0016889"
chr17,28360660,28360683,+,"hsa-miR-4723-5p","MI0017359"
chr17,28360712,28360733,+,"hsa-miR-4723-3p","MI0017359"
chr17,28861403,28861424,-,"hsa-miR-451a","MI0001729"
chr17,28861377,28861398,+,"hsa-miR-451b","MI0017360"
chr17,28861583,28861604,-,"hsa-miR-144-5p","MI0000460"
chr17,28861548,28861567,-,"hsa-miR-144-3p","MI0000460"
chr17,28861700,28861722,-,"hsa-miR-4732-5p","MI0017369"
chr17,28861668,28861688,-,"hsa-miR-4732-3p","MI0017369"
chr17,29390668,29390688,+,"hsa-miR-4523","MI0016890"
chr17,30117095,30117117,+,"hsa-miR-423-5p","MI0001445"
chr17,30117131,30117153,+,"hsa-miR-423-3p","MI0001445"
chr17,30117128,30117151,-,"hsa-miR-3184-5p","MI0014226"
chr17,30117095,30117117,-,"hsa-miR-3184-3p","MI0014226"
chr17,31094395,31094416,-,"hsa-miR-4733-5p","MI0017370"
chr17,31094358,31094379,-,"hsa-miR-4733-3p","MI0017370"
chr17,31534893,31534915,+,"hsa-miR-4724-5p","MI0017361"
chr17,31534941,31534961,+,"hsa-miR-4724-3p","MI0017361"
chr17,31560016,31560037,+,"hsa-miR-193a-5p","MI0000487"
chr17,31560050,31560071,+,"hsa-miR-193a-3p","MI0000487"
chr17,31575281,31575301,+,"hsa-miR-4725-5p","MI0017362"
chr17,31575326,31575347,+,"hsa-miR-4725-3p","MI0017362"
chr17,31575439,31575460,+,"hsa-miR-365b-5p","MI0000769"
chr17,31575478,31575499,+,"hsa-miR-365b-3p","MI0000769"
chr17,32350169,32350187,+,"hsa-miR-632","MI0003647"
chr17,37033748,37033768,+,"hsa-miR-2909","MI0013083"
chr17,37615001,37615019,-,"hsa-miR-378j","MI0021273"
chr17,38702270,38702291,-,"hsa-miR-4734","MI0017371"
chr17,38719691,38719713,+,"hsa-miR-4726-5p","MI0017363"
chr17,38719727,38719748,+,"hsa-miR-4726-3p","MI0017363"
chr17,38825839,38825859,+,"hsa-miR-4727-5p","MI0017364"
chr17,38825871,38825892,+,"hsa-miR-4727-3p","MI0017364"
chr17,38914984,38915004,+,"hsa-miR-6779-5p","MI0022624"
chr17,38915017,38915037,+,"hsa-miR-6779-3p","MI0022624"
chr17,39297457,39297477,+,"hsa-miR-548bc","MI0032315"
chr17,39726496,39726518,+,"hsa-miR-4728-5p","MI0017365"
chr17,39726537,39726561,+,"hsa-miR-4728-3p","MI0017365"
chr17,40026383,40026404,-,"hsa-miR-6884-5p","MI0022731"
chr17,40026334,40026356,-,"hsa-miR-6884-3p","MI0022731"
chr17,40161938,40161960,+,"hsa-miR-6866-5p","MI0022713"
chr17,40161980,40162001,+,"hsa-miR-6866-3p","MI0022713"
chr17,40193602,40193624,+,"hsa-miR-6867-5p","MI0022714"
chr17,40193643,40193663,+,"hsa-miR-6867-3p","MI0022714"
chr17,41517194,41517215,-,"hsa-miR-6510-5p","MI0022222"
chr17,41517166,41517186,-,"hsa-miR-6510-3p","MI0022222"
chr17,42494773,42494794,+,"hsa-miR-548at-5p","MI0019137"
chr17,42494810,42494830,+,"hsa-miR-548at-3p","MI0019137"
chr17,42514208,42514229,+,"hsa-miR-5010-5p","MI0017878"
chr17,42514267,42514288,+,"hsa-miR-5010-3p","MI0017878"
chr17,42708124,42708146,-,"hsa-miR-6780a-5p","MI0022625"
chr17,42708084,42708104,-,"hsa-miR-6780a-3p","MI0022625"
chr17,42823918,42823938,-,"hsa-miR-6781-5p","MI0022626"
chr17,42823880,42823901,-,"hsa-miR-6781-3p","MI0022626"
chr17,43444856,43444876,+,"hsa-miR-2117","MI0010636"
chr17,44207810,44207834,-,"hsa-miR-6782-5p","MI0022627"
chr17,44207772,44207794,-,"hsa-miR-6782-3p","MI0022627"
chr17,44934655,44934676,-,"hsa-miR-6783-5p","MI0022628"
chr17,44934618,44934639,-,"hsa-miR-6783-3p","MI0022628"
chr17,45114409,45114428,-,"hsa-miR-6784-5p","MI0022629"
chr17,45114367,45114388,-,"hsa-miR-6784-3p","MI0022629"
chr17,45475408,45475425,-,"hsa-miR-4315","MI0015844"
chr17,46973027,46973047,+,"hsa-miR-5089-5p","MI0017978"
chr17,46973069,46973091,+,"hsa-miR-5089-3p","MI0017978"
chr17,48032892,48032913,+,"hsa-miR-10226","MI0033056"
chr17,48037174,48037194,-,"hsa-miR-152-3p","MI0000462"
chr17,48037210,48037232,-,"hsa-miR-152-5p","MI0000462"
chr17,48156486,48156506,-,"hsa-miR-1203","MI0006335"
chr17,48579904,48579926,-,"hsa-miR-10a-5p","MI0000266"
chr17,48579864,48579885,-,"hsa-miR-10a-3p","MI0000266"
chr17,48632532,48632553,-,"hsa-miR-196a-5p","MI0000238"
chr17,48632495,48632515,-,"hsa-miR-196a-1-3p","MI0000238"
chr17,48724446,48724468,-,"hsa-miR-3185","MI0014227"
chr17,49288416,49288434,-,"hsa-miR-6129","MI0021274"
chr17,49510825,49510843,+,"hsa-miR-6165","MI0021472"
chr17,50768660,50768681,+,"hsa-miR-8059","MI0025895"
chr17,56891319,56891341,-,"hsa-miR-3614-5p","MI0016004"
chr17,56891281,56891303,-,"hsa-miR-3614-3p","MI0016004"
chr17,58331283,58331303,-,"hsa-miR-142-5p","MI0000458"
chr17,58331245,58331267,-,"hsa-miR-142-3p","MI0000458"
chr17,58336004,58336022,-,"hsa-miR-4736","MI0017373"
chr17,59137828,59137849,-,"hsa-miR-454-5p","MI0003820"
chr17,59137787,59137809,-,"hsa-miR-454-3p","MI0003820"
chr17,59151149,59151171,-,"hsa-miR-301a-3p","MI0000745"
chr17,59151187,59151208,-,"hsa-miR-301a-5p","MI0000745"
chr17,59366092,59366113,+,"hsa-miR-4729","MI0017366"
chr17,59841273,59841294,+,"hsa-miR-21-5p","MI0000077"
chr17,59841311,59841331,+,"hsa-miR-21-3p","MI0000077"
chr17,60043077,60043096,-,"hsa-miR-4737","MI0017374"
chr17,62944275,62944297,+,"hsa-miR-633","MI0003648"
chr17,64500817,64500837,-,"hsa-miR-3064-5p","MI0017375"
chr17,64500775,64500797,-,"hsa-miR-3064-3p","MI0017375"
chr17,64501230,64501250,-,"hsa-miR-5047","MI0017932"
chr17,64780796,64780814,+,"hsa-miR-6080","MI0020357"
chr17,64822075,64822092,-,"hsa-miR-4315","MI0015983"
chr17,66787132,66787153,+,"hsa-miR-634","MI0003649"
chr17,67471540,67471561,-,"hsa-miR-548d-5p","MI0003671"
chr17,67471504,67471525,-,"hsa-miR-548d-3p","MI0003671"
chr17,67471543,67471567,+,"hsa-miR-548aa","MI0016690"
chr17,68424511,68424533,-,"hsa-miR-635","MI0003650"
chr17,69099570,69099590,+,"hsa-miR-4524b-5p","MI0019114"
chr17,69099607,69099626,+,"hsa-miR-4524b-3p","MI0019114"
chr17,69099606,69099627,-,"hsa-miR-4524a-5p","MI0016891"
chr17,69099570,69099591,-,"hsa-miR-4524a-3p","MI0016891"
chr17,74748663,74748683,+,"hsa-miR-3615","MI0016005"
chr17,75406077,75406096,+,"hsa-miR-3678-5p","MI0016079"
chr17,75406137,75406158,+,"hsa-miR-3678-3p","MI0016079"
chr17,75498553,75498574,+,"hsa-miR-6785-5p","MI0022630"
chr17,75498608,75498628,+,"hsa-miR-6785-3p","MI0022630"
chr17,75784567,75784588,-,"hsa-miR-4738-5p","MI0017376"
chr17,75784530,75784551,-,"hsa-miR-4738-3p","MI0017376"
chr17,76098050,76098071,-,"hsa-miR-6868-5p","MI0022715"
chr17,76098019,76098039,-,"hsa-miR-6868-3p","MI0022715"
chr17,76736466,76736488,-,"hsa-miR-636","MI0003651"
chr17,77089428,77089449,+,"hsa-miR-6516-5p","MI0025513"
chr17,77089469,77089490,+,"hsa-miR-6516-3p","MI0025513"
chr17,77397028,77397044,-,"hsa-miR-4316","MI0015845"
chr17,79707216,79707240,-,"hsa-miR-4739","MI0017377"
chr17,80098831,80098850,+,"hsa-miR-1268b","MI0016748"
chr17,80419427,80419449,+,"hsa-miR-4730","MI0017367"
chr17,81125291,81125313,-,"hsa-miR-657","MI0003681"
chr17,81125886,81125908,+,"hsa-miR-3065-5p","MI0014228"
chr17,81125926,81125948,+,"hsa-miR-3065-3p","MI0014228"
chr17,81125923,81125944,-,"hsa-miR-338-5p","MI0000814"
chr17,81125887,81125908,-,"hsa-miR-338-3p","MI0000814"
chr17,81133265,81133285,-,"hsa-miR-1250-5p","MI0006385"
chr17,81133228,81133246,-,"hsa-miR-1250-3p","MI0006385"
chr17,81400753,81400774,-,"hsa-miR-4740-5p","MI0017378"
chr17,81400716,81400737,-,"hsa-miR-4740-3p","MI0017378"
chr17,81451152,81451173,-,"hsa-miR-3186-5p","MI0014229"
chr17,81451116,81451136,-,"hsa-miR-3186-3p","MI0014229"
chr17,81693809,81693829,+,"hsa-miR-6786-5p","MI0022631"
chr17,81693844,81693866,+,"hsa-miR-6786-3p","MI0022631"
chr17,82236673,82236694,+,"hsa-miR-6787-5p","MI0022632"
chr17,82236707,82236728,+,"hsa-miR-6787-3p","MI0022632"
chr17,82668281,82668301,-,"hsa-miR-4525","MI0016892"
chr18,112266,112288,-,"hsa-miR-8078","MI0025914"
chr18,3885363,3885383,+,"hsa-miR-6718-5p","MI0022553"
chr18,5840702,5840725,+,"hsa-miR-3976","MI0016994"
chr18,6374399,6374415,-,"hsa-miR-4317","MI0015850"
chr18,10759624,10759644,-,"hsa-miR-6788-5p","MI0022633"
chr18,10759584,10759605,-,"hsa-miR-6788-3p","MI0022633"
chr18,11654919,11654941,-,"hsa-miR-7153-5p","MI0023613"
chr18,11654885,11654902,-,"hsa-miR-7153-3p","MI0023613"
chr18,13459993,13460013,+,"hsa-miR-5190","MI0018169"
chr18,13611167,13611188,+,"hsa-miR-4526","MI0016893"
chr18,14830174,14830195,+,"hsa-miR-3156-5p","MI0014230"
chr18,14830215,14830235,+,"hsa-miR-3156-3p","MI0014230"
